start,end,loglik,events
21419.518,21719.518,112.801660,722
21719.518,22019.518,887.847655,1092
22019.518,22319.518,1005.300563,1159
22319.518,22619.518,225.092892,782
22619.518,22919.518,-334.046181,594
22919.518,23219.518,-381.144994,507
23219.518,23519.518,538.728959,984
23519.518,23819.518,229.871277,936
23819.518,24119.518,214.411089,956
24119.518,24419.518,850.949577,1201
24419.518,24719.518,124.675700,818
24719.518,25019.518,-336.583404,712
25019.518,25319.518,111.126032,838
25319.518,25619.518,144.315229,1052
25619.518,25919.518,271.442893,1005
25919.518,26009.414,-85.235794,218
