start,end,loglik,events
21419.518,21479.518,-48.621241,96
21479.518,21539.518,-105.847231,67
21539.518,21599.518,108.380192,175
21599.518,21659.518,80.123832,180
21659.518,21719.518,64.718136,204
21719.518,21779.518,43.535514,165
21779.518,21839.518,212.264358,248
21839.518,21899.518,425.221484,300
21899.518,21959.518,24.937935,160
21959.518,22019.518,196.685748,219
22019.518,22079.518,188.877741,242
22079.518,22139.518,86.820475,193
22139.518,22199.518,-80.066858,113
22199.518,22259.518,380.740523,266
22259.518,22319.518,443.027640,345
22319.518,22379.518,65.541256,170
22379.518,22439.518,-52.112908,134
22439.518,22499.518,2.195485,133
22499.518,22559.518,-39.029144,122
22559.518,22619.518,256.284261,223
22619.518,22679.518,-113.052364,104
22679.518,22739.518,-120.533391,112
22739.518,22799.518,39.801614,140
22799.518,22859.518,-40.700198,132
22859.518,22919.518,-83.027657,106
22919.518,22979.518,-68.046630,127
22979.518,23039.518,-75.219095,113
23039.518,23099.518,-111.693706,68
23099.518,23159.518,-72.826777,92
23159.518,23219.518,-45.271295,107
23219.518,23279.518,-16.381190,112
23279.518,23339.518,-73.959226,133
23339.518,23399.518,131.495191,192
23399.518,23459.518,36.685810,166
23459.518,23519.518,463.011359,381
23519.518,23579.518,325.469537,336
23579.518,23639.518,57.494374,170
23639.518,23699.518,-67.723018,102
23699.518,23759.518,-69.664189,156
23759.518,23819.518,3.685984,172
23819.518,23879.518,16.904068,187
23879.518,23939.518,127.561211,197
23939.518,23999.518,-102.472627,114
23999.518,24059.518,-38.759505,162
24059.518,24119.518,252.848955,296
24119.518,24179.518,456.727338,376
24179.518,24239.518,217.371259,239
24239.518,24299.518,-21.737443,152
24299.518,24359.518,185.180562,248
24359.518,24419.518,27.243111,186
24419.518,24479.518,3.817398,177
24479.518,24539.518,-78.728080,136
24539.518,24599.518,203.745600,207
24599.518,24659.518,66.571957,163
24659.518,24719.518,-39.552062,135
24719.518,24779.518,-72.114171,116
24779.518,24839.518,-80.767156,164
24839.518,24899.518,-24.696309,155
24899.518,24959.518,-28.522002,179
24959.518,25019.518,-111.893317,98
25019.518,25079.518,-97.058187,118
25079.518,25139.518,-121.087289,84
25139.518,25199.518,87.721313,156
25199.518,25259.518,4.681336,216
25259.518,25319.518,252.759841,264
25319.518,25379.518,-56.626093,191
25379.518,25439.518,22.118649,215
25439.518,25499.518,82.447940,190
25499.518,25559.518,137.124650,243
25559.518,25619.518,-5.172424,213
25619.518,25679.518,27.665549,178
25679.518,25739.518,159.572121,253
25739.518,25799.518,148.737430,204
25799.518,25859.518,-65.622618,143
25859.518,25919.518,75.542437,227
25919.518,25979.518,-44.703100,143
25979.518,26009.414,-42.266301,75
