start,end,loglik,events
5038.046,5098.046,-82.271074,142
5098.046,5158.046,-47.104875,115
5158.046,5218.046,43.430358,170
5218.046,5278.046,21.452383,125
5278.046,5338.046,-53.742979,137
5338.046,5398.046,-21.948624,123
5398.046,5458.046,86.804462,163
5458.046,5518.046,133.543403,166
5518.046,5578.046,127.046751,186
5578.046,5638.046,-26.909980,115
5638.046,5698.046,-86.858200,97
5698.046,5758.046,-51.465794,102
5758.046,5818.046,-40.517875,120
5818.046,5878.046,12.908006,132
5878.046,5938.046,-110.527628,105
5938.046,5998.046,129.641813,203
5998.046,6058.046,-70.749095,144
6058.046,6117.627,47.664625,171
