start,end,loglik,events
20159.860,20219.860,-13.855847,150
20219.860,20279.860,313.154741,286
20279.860,20339.860,150.137785,239
20339.860,20399.860,265.649548,322
20399.860,20459.860,611.472079,448
20459.860,20519.860,118.187908,240
20519.860,20579.860,89.089445,219
20579.860,20639.860,18.105231,181
20639.860,20699.860,26.449972,148
20699.860,20759.860,144.673823,237
20759.860,20819.860,140.492015,160
20819.860,20879.860,43.358408,184
20879.860,20939.860,86.384851,211
20939.860,20999.860,-96.319874,93
20999.860,21059.860,-115.100053,60
21059.860,21119.860,95.957515,170
21119.860,21179.860,105.109224,200
21179.860,21239.860,357.884233,332
21239.860,21299.860,279.837410,286
21299.860,21359.860,74.112234,219
21359.860,21419.860,28.417481,190
21419.860,21479.860,71.400809,189
21479.860,21539.860,0.287864,163
21539.860,21599.860,198.510916,228
21599.860,21659.860,42.146542,132
21659.860,21719.860,120.822577,177
21719.860,21779.860,112.146179,174
21779.860,21839.860,336.637118,314
21839.860,21899.860,76.564883,195
21899.860,21959.860,130.046035,204
21959.860,22019.860,93.843098,147
22019.860,22079.860,282.946876,245
22079.860,22139.860,211.705756,188
22139.860,22199.860,-15.250583,148
22199.860,22259.860,-37.355887,120
22259.860,22319.860,-61.801421,97
22319.860,22379.860,-103.978965,131
22379.860,22439.860,495.320284,291
22439.860,22499.860,203.299392,211
22499.860,22559.860,50.485400,193
22559.860,22619.860,130.273382,156
22619.860,22679.860,-3.318327,163
22679.860,22739.860,224.200225,233
22739.860,22799.860,5.490953,163
22799.860,22859.860,104.888722,185
22859.860,22919.860,127.363127,221
22919.860,22979.860,248.301593,278
22979.860,23039.860,-53.818698,162
23039.860,23099.860,184.615623,247
23099.860,23159.860,-47.307013,132
23159.860,23219.860,7.473670,130
23219.860,23279.860,139.432772,274
23279.860,23339.860,2.616099,169
23339.860,23399.860,116.852067,202
23399.860,23459.860,-13.717134,139
23459.860,23519.860,-26.455148,119
23519.860,23579.860,-18.097856,125
23579.860,23639.860,80.238553,149
23639.860,23699.860,-42.887999,134
23699.860,23759.860,180.969063,219
23759.860,23819.860,-51.320042,120
23819.860,23879.860,45.593802,147
23879.860,23939.860,46.034543,146
23939.860,23999.860,47.196219,159
23999.860,24059.860,-50.501471,134
24059.860,24119.860,33.495368,176
24119.860,24179.860,87.860997,246
24179.860,24239.860,17.340010,174
24239.860,24299.860,-26.083964,173
24299.860,24359.860,-112.720033,93
24359.860,24419.860,134.761264,237
24419.860,24479.830,-15.381782,133
