start,end,loglik,events
20159.860,20459.860,1269.273676,1445
20459.860,20759.860,345.803568,1025
20759.860,21059.860,59.305382,708
21059.860,21359.860,878.196612,1207
21359.860,21659.860,321.240828,902
21659.860,21959.860,739.693346,1064
21959.860,22259.860,513.215906,848
22259.860,22559.860,566.992390,923
22559.860,22859.860,435.222577,900
22859.860,23159.860,428.842937,1040
23159.860,23459.860,227.795974,914
23459.860,23759.860,142.949526,746
23759.860,24059.860,23.301345,706
24059.860,24359.860,-39.714052,862
24359.860,24479.830,96.680742,370
