start,end,loglik,events
5038.046,5098.046,-78.239222,142
5098.046,5158.046,-48.902341,115
5158.046,5218.046,42.000426,170
5218.046,5278.046,21.862495,125
5278.046,5338.046,-54.298248,137
5338.046,5398.046,-20.107651,123
5398.046,5458.046,88.612480,163
5458.046,5518.046,138.806232,166
5518.046,5578.046,127.594006,186
5578.046,5638.046,-34.585479,115
5638.046,5698.046,-92.064676,97
5698.046,5758.046,-48.947558,102
5758.046,5818.046,-40.217669,120
5818.046,5878.046,20.774488,132
5878.046,5938.046,-111.690492,105
5938.046,5998.046,131.901827,203
5998.046,6058.046,-66.724546,144
6058.046,6117.627,46.632355,171
