start,end,loglik,events
21419.518,21479.518,-45.114429,96
21479.518,21539.518,-100.433090,67
21539.518,21599.518,116.228497,175
21599.518,21659.518,82.269487,180
21659.518,21719.518,69.396763,204
21719.518,21779.518,39.915812,165
21779.518,21839.518,203.689591,248
21839.518,21899.518,414.601294,300
21899.518,21959.518,21.021323,160
21959.518,22019.518,198.766294,219
22019.518,22079.518,185.761281,242
22079.518,22139.518,81.207827,193
22139.518,22199.518,-78.065859,113
22199.518,22259.518,375.496852,266
22259.518,22319.518,426.328084,345
22319.518,22379.518,69.422850,170
22379.518,22439.518,-50.571787,134
22439.518,22499.518,-0.115798,133
22499.518,22559.518,-36.960569,122
22559.518,22619.518,248.447673,223
22619.518,22679.518,-115.378880,104
22679.518,22739.518,-121.134946,112
22739.518,22799.518,40.726527,140
22799.518,22859.518,-39.722896,132
22859.518,22919.518,-80.472264,106
22919.518,22979.518,-71.034193,127
22979.518,23039.518,-73.248437,113
23039.518,23099.518,-107.741003,68
23099.518,23159.518,-70.344050,92
23159.518,23219.518,-53.262853,107
23219.518,23279.518,-12.359817,112
23279.518,23339.518,-72.546194,133
23339.518,23399.518,132.222949,192
23399.518,23459.518,32.318333,166
23459.518,23519.518,452.836402,381
23519.518,23579.518,321.053541,336
23579.518,23639.518,53.677376,170
23639.518,23699.518,-69.019685,102
23699.518,23759.518,-72.469421,156
23759.518,23819.518,-0.269598,172
23819.518,23879.518,12.296684,187
23879.518,23939.518,117.560443,197
23939.518,23999.518,-98.548528,114
23999.518,24059.518,-40.680769,162
24059.518,24119.518,245.166595,296
24119.518,24179.518,457.271391,376
24179.518,24239.518,218.573819,239
24239.518,24299.518,-16.953184,152
24299.518,24359.518,172.726632,248
24359.518,24419.518,27.618871,186
24419.518,24479.518,1.239610,177
24479.518,24539.518,-79.079342,136
24539.518,24599.518,189.522632,207
24599.518,24659.518,66.851838,163
24659.518,24719.518,-42.382019,135
24719.518,24779.518,-68.976124,116
24779.518,24839.518,-83.974430,164
24839.518,24899.518,-24.734647,155
24899.518,24959.518,-33.362233,179
24959.518,25019.518,-110.347486,98
25019.518,25079.518,-96.813383,118
25079.518,25139.518,-119.847336,84
25139.518,25199.518,89.676497,156
25199.518,25259.518,1.188586,216
25259.518,25319.518,250.658902,264
25319.518,25379.518,-59.392989,191
25379.518,25439.518,14.637165,215
25439.518,25499.518,89.167719,190
25499.518,25559.518,137.262675,243
25559.518,25619.518,-15.644126,213
25619.518,25679.518,25.526235,178
25679.518,25739.518,129.219140,253
25739.518,25799.518,143.968938,204
25799.518,25859.518,-68.991472,143
25859.518,25919.518,69.530768,227
25919.518,25979.518,-44.028706,143
25979.518,26009.414,-41.912923,75
