start,end,loglik,events
21419.518,21719.518,122.347228,722
21719.518,22019.518,877.994313,1092
22019.518,22319.518,990.728186,1159
22319.518,22619.518,230.222369,782
22619.518,22919.518,-315.982460,594
22919.518,23219.518,-375.630535,507
23219.518,23519.518,532.471672,984
23519.518,23819.518,232.972213,936
23819.518,24119.518,235.794423,956
24119.518,24419.518,859.237529,1201
24419.518,24719.518,136.152718,818
24719.518,25019.518,-321.394921,712
25019.518,25319.518,124.863265,838
25319.518,25619.518,166.030445,1052
25619.518,25919.518,299.253610,1005
25919.518,26009.414,-85.941629,218
