start,end,loglik,events
21419.518,21479.518,-44.751696,96
21479.518,21539.518,-101.635195,67
21539.518,21599.518,114.599567,175
21599.518,21659.518,79.438334,180
21659.518,21719.518,70.733211,204
21719.518,21779.518,41.801628,165
21779.518,21839.518,208.840996,248
21839.518,21899.518,415.988677,300
21899.518,21959.518,22.176957,160
21959.518,22019.518,197.057733,219
22019.518,22079.518,184.959529,242
22079.518,22139.518,84.286739,193
22139.518,22199.518,-77.456930,113
22199.518,22259.518,375.270053,266
22259.518,22319.518,425.501809,345
22319.518,22379.518,70.436578,170
22379.518,22439.518,-53.199079,134
22439.518,22499.518,0.387378,133
22499.518,22559.518,-34.304101,122
22559.518,22619.518,248.001672,223
22619.518,22679.518,-116.256132,104
22679.518,22739.518,-120.988316,112
22739.518,22799.518,42.107553,140
22799.518,22859.518,-39.857397,132
22859.518,22919.518,-80.929034,106
22919.518,22979.518,-69.738326,127
22979.518,23039.518,-75.992009,113
23039.518,23099.518,-109.535648,68
23099.518,23159.518,-73.432001,92
23159.518,23219.518,-49.903747,107
23219.518,23279.518,-10.641593,112
23279.518,23339.518,-72.117592,133
23339.518,23399.518,130.264825,192
23399.518,23459.518,33.394999,166
23459.518,23519.518,453.536439,381
23519.518,23579.518,321.607681,336
23579.518,23639.518,53.351542,170
23639.518,23699.518,-67.951211,102
23699.518,23759.518,-74.361049,156
23759.518,23819.518,1.623122,172
23819.518,23879.518,13.862255,187
23879.518,23939.518,118.451753,197
23939.518,23999.518,-99.522612,114
23999.518,24059.518,-43.342023,162
24059.518,24119.518,244.649879,296
24119.518,24179.518,453.151590,376
24179.518,24239.518,220.626795,239
24239.518,24299.518,-19.507615,152
24299.518,24359.518,171.933052,248
24359.518,24419.518,27.668697,186
24419.518,24479.518,0.638611,177
24479.518,24539.518,-81.190458,136
24539.518,24599.518,187.166626,207
24599.518,24659.518,67.480342,163
24659.518,24719.518,-44.557689,135
24719.518,24779.518,-70.095446,116
24779.518,24839.518,-84.735309,164
24839.518,24899.518,-23.713976,155
24899.518,24959.518,-35.342738,179
24959.518,25019.518,-108.429668,98
25019.518,25079.518,-97.674001,118
25079.518,25139.518,-121.030421,84
25139.518,25199.518,88.308111,156
25199.518,25259.518,0.355327,216
25259.518,25319.518,248.085377,264
25319.518,25379.518,-61.951411,191
25379.518,25439.518,13.505810,215
25439.518,25499.518,91.140221,190
25499.518,25559.518,136.810977,243
25559.518,25619.518,-15.821148,213
25619.518,25679.518,27.231337,178
25679.518,25739.518,127.895682,253
25739.518,25799.518,143.246566,204
25799.518,25859.518,-69.060172,143
25859.518,25919.518,65.256063,227
25919.518,25979.518,-44.707979,143
25979.518,26009.414,-42.707566,75
