start,end,loglik,events
21419.518,21719.518,118.384222,722
21719.518,22019.518,885.865992,1092
22019.518,22319.518,992.561199,1159
22319.518,22619.518,231.322449,782
22619.518,22919.518,-315.923326,594
22919.518,23219.518,-378.601730,507
23219.518,23519.518,534.437078,984
23519.518,23819.518,234.270084,936
23819.518,24119.518,234.099252,956
24119.518,24419.518,853.872518,1201
24419.518,24719.518,129.537431,818
24719.518,25019.518,-322.317138,712
25019.518,25319.518,118.044394,838
25319.518,25619.518,163.684449,1052
25619.518,25919.518,294.569477,1005
25919.518,26009.414,-87.415544,218
