start,end,loglik,events
20159.860,20219.860,-21.811782,150
20219.860,20279.860,302.425799,286
20279.860,20339.860,149.335341,239
20339.860,20399.860,239.041571,322
20399.860,20459.860,582.820062,448
20459.860,20519.860,104.384611,240
20519.860,20579.860,86.760389,219
20579.860,20639.860,9.276833,181
20639.860,20699.860,22.267361,148
20699.860,20759.860,128.637851,237
20759.860,20819.860,141.377052,160
20819.860,20879.860,44.436394,184
20879.860,20939.860,78.542515,211
20939.860,20999.860,-97.487410,93
20999.860,21059.860,-110.034759,60
21059.860,21119.860,97.875096,170
21119.860,21179.860,101.975830,200
21179.860,21239.860,345.819246,332
21239.860,21299.860,253.718774,286
21299.860,21359.860,71.901403,219
21359.860,21419.860,34.005501,190
21419.860,21479.860,64.676718,189
21479.860,21539.860,-10.264121,163
21539.860,21599.860,196.936987,228
21599.860,21659.860,36.692645,132
21659.860,21719.860,121.296898,177
21719.860,21779.860,114.944397,174
21779.860,21839.860,319.867869,314
21839.860,21899.860,69.250698,195
21899.860,21959.860,124.866338,204
21959.860,22019.860,89.717092,147
22019.860,22079.860,265.169436,245
22079.860,22139.860,211.026034,188
22139.860,22199.860,-18.811472,148
22199.860,22259.860,-37.646579,120
22259.860,22319.860,-68.690529,97
22319.860,22379.860,-107.523270,131
22379.860,22439.860,501.004507,291
22439.860,22499.860,201.614438,211
22499.860,22559.860,45.173728,193
22559.860,22619.860,130.349345,156
22619.860,22679.860,-9.920446,163
22679.860,22739.860,215.167903,233
22739.860,22799.860,-1.396280,163
22799.860,22859.860,99.006922,185
22859.860,22919.860,119.391098,221
22919.860,22979.860,240.711258,278
22979.860,23039.860,-59.607253,162
23039.860,23099.860,176.784760,247
23099.860,23159.860,-53.117963,132
23159.860,23219.860,6.155301,130
23219.860,23279.860,129.703910,274
23279.860,23339.860,-2.129753,169
23339.860,23399.860,111.518681,202
23399.860,23459.860,-14.388628,139
23459.860,23519.860,-30.577189,119
23519.860,23579.860,-18.605508,125
23579.860,23639.860,77.448717,149
23639.860,23699.860,-44.378924,134
23699.860,23759.860,172.106818,219
23759.860,23819.860,-54.617571,120
23819.860,23879.860,49.267983,147
23879.860,23939.860,47.719440,146
23939.860,23999.860,31.237052,159
23999.860,24059.860,-55.155218,134
24059.860,24119.860,31.616500,176
24119.860,24179.860,42.879069,246
24179.860,24239.860,9.198944,174
24239.860,24299.860,-28.756927,173
24299.860,24359.860,-114.420362,93
24359.860,24419.860,116.471153,237
24419.860,24479.830,-18.294639,133
