start,end,loglik,events
20159.860,20219.860,-15.582665,150
20219.860,20279.860,311.111279,286
20279.860,20339.860,152.066581,239
20339.860,20399.860,268.032761,322
20399.860,20459.860,614.192313,448
20459.860,20519.860,121.674598,240
20519.860,20579.860,85.538279,219
20579.860,20639.860,16.869972,181
20639.860,20699.860,28.562878,148
20699.860,20759.860,139.837525,237
20759.860,20819.860,140.296445,160
20819.860,20879.860,49.367911,184
20879.860,20939.860,87.067279,211
20939.860,20999.860,-98.068350,93
20999.860,21059.860,-112.854310,60
21059.860,21119.860,95.310612,170
21119.860,21179.860,104.523899,200
21179.860,21239.860,358.772355,332
21239.860,21299.860,276.680833,286
21299.860,21359.860,78.519516,219
21359.860,21419.860,33.174896,190
21419.860,21479.860,71.605012,189
21479.860,21539.860,1.750795,163
21539.860,21599.860,198.857834,228
21599.860,21659.860,40.594770,132
21659.860,21719.860,122.671959,177
21719.860,21779.860,116.178730,174
21779.860,21839.860,329.352646,314
21839.860,21899.860,74.223043,195
21899.860,21959.860,127.956635,204
21959.860,22019.860,89.085301,147
22019.860,22079.860,284.893492,245
22079.860,22139.860,211.547963,188
22139.860,22199.860,-20.522131,148
22199.860,22259.860,-38.068084,120
22259.860,22319.860,-64.578241,97
22319.860,22379.860,-102.395527,131
22379.860,22439.860,494.017505,291
22439.860,22499.860,200.494447,211
22499.860,22559.860,48.782012,193
22559.860,22619.860,129.103266,156
22619.860,22679.860,-4.197866,163
22679.860,22739.860,223.865687,233
22739.860,22799.860,6.383540,163
22799.860,22859.860,105.679304,185
22859.860,22919.860,118.799402,221
22919.860,22979.860,247.146702,278
22979.860,23039.860,-51.895043,162
23039.860,23099.860,186.074808,247
23099.860,23159.860,-48.720118,132
23159.860,23219.860,4.317623,130
23219.860,23279.860,147.160299,274
23279.860,23339.860,0.206670,169
23339.860,23399.860,119.818008,202
23399.860,23459.860,-11.368849,139
23459.860,23519.860,-26.206058,119
23519.860,23579.860,-16.735269,125
23579.860,23639.860,81.340599,149
23639.860,23699.860,-43.596408,134
23699.860,23759.860,180.226927,219
23759.860,23819.860,-48.757679,120
23819.860,23879.860,46.895014,147
23879.860,23939.860,47.773661,146
23939.860,23999.860,42.253958,159
23999.860,24059.860,-49.701719,134
24059.860,24119.860,34.345697,176
24119.860,24179.860,92.473914,246
24179.860,24239.860,16.903885,174
24239.860,24299.860,-23.649716,173
24299.860,24359.860,-112.761110,93
24359.860,24419.860,126.557327,237
24419.860,24479.830,-16.401364,133
