start,end,loglik,events
21419.518,21719.518,116.505731,722
21719.518,22019.518,878.388619,1092
22019.518,22319.518,987.352815,1159
22319.518,22619.518,227.008923,782
22619.518,22919.518,-319.326692,594
22919.518,23219.518,-385.759978,507
23219.518,23519.518,529.253255,984
23519.518,23819.518,226.351446,936
23819.518,24119.518,228.251454,956
24119.518,24419.518,854.758084,1201
24419.518,24719.518,131.971594,818
24719.518,25019.518,-322.122530,712
25019.518,25319.518,116.976896,838
25319.518,25619.518,166.945792,1052
25619.518,25919.518,309.614275,1005
25919.518,26009.414,-89.358480,218
