start,end,loglik,events
21419.518,21719.518,133.256578,722
21719.518,22019.518,902.457302,1092
22019.518,22319.518,1031.317952,1159
22319.518,22619.518,248.080764,782
22619.518,22919.518,-312.108868,594
22919.518,23219.518,-367.512093,507
23219.518,23519.518,549.401573,984
23519.518,23819.518,254.717029,936
23819.518,24119.518,263.265712,956
24119.518,24419.518,864.632451,1201
24419.518,24719.518,164.570546,818
24719.518,25019.518,-305.425401,712
25019.518,25319.518,133.393520,838
25319.518,25619.518,178.818151,1052
25619.518,25919.518,335.764847,1005
25919.518,26009.414,-86.071005,218
