start,end,loglik,events
21419.518,21479.518,-41.390265,96
21479.518,21539.518,-101.005310,67
21539.518,21599.518,120.207198,175
21599.518,21659.518,85.493979,180
21659.518,21719.518,69.950976,204
21719.518,21779.518,42.057827,165
21779.518,21839.518,216.712695,248
21839.518,21899.518,418.357913,300
21899.518,21959.518,26.001396,160
21959.518,22019.518,199.327472,219
22019.518,22079.518,194.211790,242
22079.518,22139.518,83.928751,193
22139.518,22199.518,-76.096977,113
22199.518,22259.518,387.126151,266
22259.518,22319.518,442.148236,345
22319.518,22379.518,69.123165,170
22379.518,22439.518,-49.497571,134
22439.518,22499.518,5.573909,133
22499.518,22559.518,-36.630646,122
22559.518,22619.518,259.511907,223
22619.518,22679.518,-115.093126,104
22679.518,22739.518,-121.962290,112
22739.518,22799.518,42.738524,140
22799.518,22859.518,-36.815770,132
22859.518,22919.518,-80.976205,106
22919.518,22979.518,-62.835106,127
22979.518,23039.518,-77.039376,113
23039.518,23099.518,-108.069392,68
23099.518,23159.518,-73.812238,92
23159.518,23219.518,-45.755981,107
23219.518,23279.518,-11.061197,112
23279.518,23339.518,-74.865083,133
23339.518,23399.518,133.831638,192
23399.518,23459.518,40.424223,166
23459.518,23519.518,461.071992,381
23519.518,23579.518,329.282438,336
23579.518,23639.518,56.029904,170
23639.518,23699.518,-66.697847,102
23699.518,23759.518,-70.549165,156
23759.518,23819.518,6.651699,172
23819.518,23879.518,17.572396,187
23879.518,23939.518,132.820984,197
23939.518,23999.518,-95.567331,114
23999.518,24059.518,-39.437527,162
24059.518,24119.518,247.877191,296
24119.518,24179.518,456.539569,376
24179.518,24239.518,225.373559,239
24239.518,24299.518,-25.260348,152
24299.518,24359.518,179.160400,248
24359.518,24419.518,28.819269,186
24419.518,24479.518,7.481242,177
24479.518,24539.518,-80.988958,136
24539.518,24599.518,208.835911,207
24599.518,24659.518,70.140893,163
24659.518,24719.518,-40.898542,135
24719.518,24779.518,-68.429652,116
24779.518,24839.518,-78.780375,164
24839.518,24899.518,-23.476835,155
24899.518,24959.518,-28.222324,179
24959.518,25019.518,-106.516215,98
25019.518,25079.518,-95.967256,118
25079.518,25139.518,-121.007531,84
25139.518,25199.518,90.501208,156
25199.518,25259.518,5.267552,216
25259.518,25319.518,254.599547,264
25319.518,25379.518,-58.475803,191
25379.518,25439.518,20.394431,215
25439.518,25499.518,88.298716,190
25499.518,25559.518,133.894423,243
25559.518,25619.518,-5.293616,213
25619.518,25679.518,30.604406,178
25679.518,25739.518,164.630147,253
25739.518,25799.518,140.069575,204
25799.518,25859.518,-68.174750,143
25859.518,25919.518,68.635469,227
25919.518,25979.518,-43.763407,143
25979.518,26009.414,-42.307598,75
