start,end,loglik,events
21419.518,21479.518,-41.321025,96
21479.518,21539.518,-99.809927,67
21539.518,21599.518,121.741434,175
21599.518,21659.518,85.775904,180
21659.518,21719.518,66.372230,204
21719.518,21779.518,42.981885,165
21779.518,21839.518,218.780901,248
21839.518,21899.518,429.719560,300
21899.518,21959.518,25.024869,160
21959.518,22019.518,194.731251,219
22019.518,22079.518,189.994962,242
22079.518,22139.518,81.811781,193
22139.518,22199.518,-76.839583,113
22199.518,22259.518,385.408362,266
22259.518,22319.518,450.795195,345
22319.518,22379.518,67.441942,170
22379.518,22439.518,-49.531356,134
22439.518,22499.518,5.514931,133
22499.518,22559.518,-35.402885,122
22559.518,22619.518,256.350110,223
22619.518,22679.518,-114.492935,104
22679.518,22739.518,-121.944944,112
22739.518,22799.518,41.591086,140
22799.518,22859.518,-38.017104,132
22859.518,22919.518,-81.160606,106
22919.518,22979.518,-63.810610,127
22979.518,23039.518,-78.112047,113
23039.518,23099.518,-106.961689,68
23099.518,23159.518,-70.775884,92
23159.518,23219.518,-48.676949,107
23219.518,23279.518,-9.478851,112
23279.518,23339.518,-72.826263,133
23339.518,23399.518,128.982705,192
23399.518,23459.518,43.080345,166
23459.518,23519.518,455.563020,381
23519.518,23579.518,328.952144,336
23579.518,23639.518,57.184743,170
23639.518,23699.518,-66.345828,102
23699.518,23759.518,-76.752059,156
23759.518,23819.518,7.542593,172
23819.518,23879.518,16.870814,187
23879.518,23939.518,132.450140,197
23939.518,23999.518,-96.856763,114
23999.518,24059.518,-35.228539,162
24059.518,24119.518,252.923538,296
24119.518,24179.518,456.632520,376
24179.518,24239.518,223.229816,239
24239.518,24299.518,-22.231566,152
24299.518,24359.518,187.031934,248
24359.518,24419.518,27.683306,186
24419.518,24479.518,5.707137,177
24479.518,24539.518,-78.630239,136
24539.518,24599.518,210.158021,207
24599.518,24659.518,69.147756,163
24659.518,24719.518,-41.041974,135
24719.518,24779.518,-69.338536,116
24779.518,24839.518,-77.817927,164
24839.518,24899.518,-24.904161,155
24899.518,24959.518,-33.769318,179
24959.518,25019.518,-108.219374,98
25019.518,25079.518,-95.760959,118
25079.518,25139.518,-120.490244,84
25139.518,25199.518,91.738854,156
25199.518,25259.518,4.031770,216
25259.518,25319.518,261.076901,264
25319.518,25379.518,-60.958507,191
25379.518,25439.518,16.681389,215
25439.518,25499.518,83.477289,190
25499.518,25559.518,141.380379,243
25559.518,25619.518,-4.437931,213
25619.518,25679.518,27.657015,178
25679.518,25739.518,163.042930,253
25739.518,25799.518,143.558748,204
25799.518,25859.518,-67.036700,143
25859.518,25919.518,73.294669,227
25919.518,25979.518,-46.033635,143
25979.518,26009.414,-43.040267,75
