start,end,loglik,events
21419.518,21719.518,132.758616,722
21719.518,22019.518,911.238466,1092
22019.518,22319.518,1031.170717,1159
22319.518,22619.518,244.372741,782
22619.518,22919.518,-314.024502,594
22919.518,23219.518,-368.337179,507
23219.518,23519.518,545.320955,984
23519.518,23819.518,250.581592,936
23819.518,24119.518,270.159189,956
24119.518,24419.518,872.346010,1201
24419.518,24719.518,165.340701,818
24719.518,25019.518,-314.049316,712
25019.518,25319.518,140.596321,838
25319.518,25619.518,176.142618,1052
25619.518,25919.518,340.516663,1005
25919.518,26009.414,-89.073903,218
