start,end,loglik,events
5038.046,5098.046,-84.316885,142
5098.046,5158.046,-49.441848,115
5158.046,5218.046,49.534710,170
5218.046,5278.046,23.640571,125
5278.046,5338.046,-52.315658,137
5338.046,5398.046,-23.037404,123
5398.046,5458.046,85.735077,163
5458.046,5518.046,137.201707,166
5518.046,5578.046,129.632416,186
5578.046,5638.046,-25.841974,115
5638.046,5698.046,-85.680593,97
5698.046,5758.046,-52.526789,102
5758.046,5818.046,-44.607850,120
5818.046,5878.046,14.339535,132
5878.046,5938.046,-111.142560,105
5938.046,5998.046,131.658570,203
5998.046,6058.046,-72.829142,144
6058.046,6117.627,52.086711,171
