start,end,loglik,events
20159.860,20219.860,-19.941997,150
20219.860,20279.860,307.622021,286
20279.860,20339.860,149.007374,239
20339.860,20399.860,260.974570,322
20399.860,20459.860,606.444023,448
20459.860,20519.860,119.676171,240
20519.860,20579.860,91.191740,219
20579.860,20639.860,14.557911,181
20639.860,20699.860,27.722415,148
20699.860,20759.860,134.758830,237
20759.860,20819.860,138.537338,160
20819.860,20879.860,46.913877,184
20879.860,20939.860,86.299798,211
20939.860,20999.860,-98.230262,93
20999.860,21059.860,-112.886794,60
21059.860,21119.860,97.493799,170
21119.860,21179.860,106.750992,200
21179.860,21239.860,360.028229,332
21239.860,21299.860,280.624568,286
21299.860,21359.860,77.186180,219
21359.860,21419.860,34.586558,190
21419.860,21479.860,70.139820,189
21479.860,21539.860,-2.250776,163
21539.860,21599.860,194.807865,228
21599.860,21659.860,41.817856,132
21659.860,21719.860,117.341509,177
21719.860,21779.860,112.812972,174
21779.860,21839.860,330.808421,314
21839.860,21899.860,77.662080,195
21899.860,21959.860,126.142975,204
21959.860,22019.860,91.927447,147
22019.860,22079.860,283.780195,245
22079.860,22139.860,216.198885,188
22139.860,22199.860,-17.908392,148
22199.860,22259.860,-40.192397,120
22259.860,22319.860,-64.790194,97
22319.860,22379.860,-106.952973,131
22379.860,22439.860,498.338022,291
22439.860,22499.860,196.464968,211
22499.860,22559.860,54.335414,193
22559.860,22619.860,130.582136,156
22619.860,22679.860,-7.881888,163
22679.860,22739.860,223.855277,233
22739.860,22799.860,2.677763,163
22799.860,22859.860,99.908599,185
22859.860,22919.860,121.659130,221
22919.860,22979.860,248.672709,278
22979.860,23039.860,-53.872354,162
23039.860,23099.860,180.645998,247
23099.860,23159.860,-50.289605,132
23159.860,23219.860,5.860560,130
23219.860,23279.860,145.713644,274
23279.860,23339.860,-0.382665,169
23339.860,23399.860,116.456943,202
23399.860,23459.860,-10.996713,139
23459.860,23519.860,-26.035427,119
23519.860,23579.860,-17.696993,125
23579.860,23639.860,78.680303,149
23639.860,23699.860,-42.874399,134
23699.860,23759.860,179.363268,219
23759.860,23819.860,-49.567367,120
23819.860,23879.860,47.366807,147
23879.860,23939.860,48.337262,146
23939.860,23999.860,42.080540,159
23999.860,24059.860,-52.547744,134
24059.860,24119.860,33.054199,176
24119.860,24179.860,81.315207,246
24179.860,24239.860,8.577820,174
24239.860,24299.860,-22.918271,173
24299.860,24359.860,-113.836770,93
24359.860,24419.860,126.577816,237
24419.860,24479.830,-14.686270,133
