start,end,loglik,events
5038.046,5098.046,-78.483523,142
5098.046,5158.046,-45.876978,115
5158.046,5218.046,43.881901,170
5218.046,5278.046,20.519337,125
5278.046,5338.046,-54.678878,137
5338.046,5398.046,-20.393502,123
5398.046,5458.046,89.737441,163
5458.046,5518.046,135.790340,166
5518.046,5578.046,129.874738,186
5578.046,5638.046,-25.116940,115
5638.046,5698.046,-90.259735,97
5698.046,5758.046,-55.654722,102
5758.046,5818.046,-43.595869,120
5818.046,5878.046,17.375796,132
5878.046,5938.046,-108.995696,105
5938.046,5998.046,136.647937,203
5998.046,6058.046,-66.179061,144
6058.046,6117.627,53.351517,171
