start,end,loglik,events
21419.518,21719.518,114.091162,722
21719.518,22019.518,907.541557,1092
22019.518,22319.518,1026.484260,1159
22319.518,22619.518,240.154340,782
22619.518,22919.518,-323.110137,594
22919.518,23219.518,-376.203406,507
23219.518,23519.518,530.460437,984
23519.518,23819.518,250.740516,936
23819.518,24119.518,271.402307,956
24119.518,24419.518,860.981071,1201
24419.518,24719.518,164.588652,818
24719.518,25019.518,-312.564033,712
25019.518,25319.518,124.367104,838
25319.518,25619.518,182.812894,1052
25619.518,25919.518,331.860035,1005
25919.518,26009.414,-89.462522,218
