start,end,loglik,events
21419.518,21479.518,-41.652618,96
21479.518,21539.518,-100.267569,67
21539.518,21599.518,122.458705,175
21599.518,21659.518,84.197125,180
21659.518,21719.518,66.678935,204
21719.518,21779.518,39.472205,165
21779.518,21839.518,211.472135,248
21839.518,21899.518,434.273371,300
21899.518,21959.518,28.491302,160
21959.518,22019.518,197.157827,219
22019.518,22079.518,192.117716,242
22079.518,22139.518,79.248789,193
22139.518,22199.518,-74.483630,113
22199.518,22259.518,380.475696,266
22259.518,22319.518,441.702329,345
22319.518,22379.518,69.555690,170
22379.518,22439.518,-47.935750,134
22439.518,22499.518,2.549952,133
22499.518,22559.518,-32.206761,122
22559.518,22619.518,261.620551,223
22619.518,22679.518,-114.684712,104
22679.518,22739.518,-120.241260,112
22739.518,22799.518,39.885032,140
22799.518,22859.518,-38.629714,132
22859.518,22919.518,-80.575939,106
22919.518,22979.518,-67.217160,127
22979.518,23039.518,-76.670319,113
23039.518,23099.518,-109.089733,68
23099.518,23159.518,-71.433053,92
23159.518,23219.518,-46.983991,107
23219.518,23279.518,-14.350845,112
23279.518,23339.518,-76.127945,133
23339.518,23399.518,133.185146,192
23399.518,23459.518,42.046353,166
23459.518,23519.518,447.678013,381
23519.518,23579.518,323.969679,336
23579.518,23639.518,58.007083,170
23639.518,23699.518,-63.972580,102
23699.518,23759.518,-71.590039,156
23759.518,23819.518,8.765627,172
23819.518,23879.518,21.323564,187
23879.518,23939.518,133.715587,197
23939.518,23999.518,-98.637091,114
23999.518,24059.518,-33.786278,162
24059.518,24119.518,253.436838,296
24119.518,24179.518,462.039409,376
24179.518,24239.518,219.838971,239
24239.518,24299.518,-20.038597,152
24299.518,24359.518,187.381461,248
24359.518,24419.518,31.765970,186
24419.518,24479.518,7.921800,177
24479.518,24539.518,-78.331869,136
24539.518,24599.518,208.020246,207
24599.518,24659.518,68.819737,163
24659.518,24719.518,-40.335792,135
24719.518,24779.518,-67.587168,116
24779.518,24839.518,-73.636648,164
24839.518,24899.518,-24.408905,155
24899.518,24959.518,-25.584004,179
24959.518,25019.518,-109.665454,98
25019.518,25079.518,-97.240787,118
25079.518,25139.518,-120.775630,84
25139.518,25199.518,85.731388,156
25199.518,25259.518,2.504687,216
25259.518,25319.518,259.407349,264
25319.518,25379.518,-60.544648,191
25379.518,25439.518,26.060335,215
25439.518,25499.518,88.714917,190
25499.518,25559.518,137.956207,243
25559.518,25619.518,1.276895,213
25619.518,25679.518,25.569790,178
25679.518,25739.518,167.246391,253
25739.518,25799.518,142.832877,204
25799.518,25859.518,-65.744697,143
25859.518,25919.518,75.344278,227
25919.518,25979.518,-44.321725,143
25979.518,26009.414,-42.036907,75
