start,end,loglik,events
21419.518,21719.518,131.414578,722
21719.518,22019.518,910.866841,1092
22019.518,22319.518,1019.060900,1159
22319.518,22619.518,253.583684,782
22619.518,22919.518,-314.246593,594
22919.518,23219.518,-371.394256,507
23219.518,23519.518,532.430722,984
23519.518,23819.518,255.179770,936
23819.518,24119.518,276.052620,956
24119.518,24419.518,880.987214,1201
24419.518,24719.518,166.094123,818
24719.518,25019.518,-300.882180,712
25019.518,25319.518,129.627007,838
25319.518,25619.518,193.463706,1052
25619.518,25919.518,345.248639,1005
25919.518,26009.414,-86.358633,218
