start,end,loglik,events
20159.860,20459.860,1287.714107,1445
20459.860,20759.860,362.116163,1025
20759.860,21059.860,39.220176,708
21059.860,21359.860,891.901524,1207
21359.860,21659.860,321.835470,902
21659.860,21959.860,762.031310,1064
21959.860,22259.860,512.561275,848
22259.860,22559.860,569.069304,923
22559.860,22859.860,434.907725,900
22859.860,23159.860,439.854733,1040
23159.860,23459.860,229.014369,914
23459.860,23759.860,145.051289,746
23759.860,24059.860,22.636323,706
24059.860,24359.860,-46.205832,862
24359.860,24479.830,103.649843,370
