start,end,loglik,events
20159.860,20219.860,-20.164576,150
20219.860,20279.860,303.024510,286
20279.860,20339.860,155.175447,239
20339.860,20399.860,253.113617,322
20399.860,20459.860,596.565108,448
20459.860,20519.860,107.990278,240
20519.860,20579.860,88.340054,219
20579.860,20639.860,11.764906,181
20639.860,20699.860,23.794075,148
20699.860,20759.860,130.226850,237
20759.860,20819.860,132.776404,160
20819.860,20879.860,40.840491,184
20879.860,20939.860,79.954616,211
20939.860,20999.860,-99.168373,93
20999.860,21059.860,-115.182962,60
21059.860,21119.860,92.797483,170
21119.860,21179.860,104.713817,200
21179.860,21239.860,356.322851,332
21239.860,21299.860,263.502618,286
21299.860,21359.860,74.564755,219
21359.860,21419.860,30.743163,190
21419.860,21479.860,65.401858,189
21479.860,21539.860,-4.724036,163
21539.860,21599.860,197.404649,228
21599.860,21659.860,33.009834,132
21659.860,21719.860,122.100045,177
21719.860,21779.860,113.402476,174
21779.860,21839.860,328.388114,314
21839.860,21899.860,71.420759,195
21899.860,21959.860,126.719916,204
21959.860,22019.860,89.312204,147
22019.860,22079.860,269.319908,245
22079.860,22139.860,210.837087,188
22139.860,22199.860,-16.189105,148
22199.860,22259.860,-40.718818,120
22259.860,22319.860,-68.549706,97
22319.860,22379.860,-106.378592,131
22379.860,22439.860,497.285865,291
22439.860,22499.860,199.289407,211
22499.860,22559.860,47.422330,193
22559.860,22619.860,125.212015,156
22619.860,22679.860,-12.449344,163
22679.860,22739.860,219.836760,233
22739.860,22799.860,3.018087,163
22799.860,22859.860,99.290207,185
22859.860,22919.860,117.901858,221
22919.860,22979.860,247.751262,278
22979.860,23039.860,-57.547062,162
23039.860,23099.860,185.613880,247
23099.860,23159.860,-53.865204,132
23159.860,23219.860,1.823394,130
23219.860,23279.860,138.605864,274
23279.860,23339.860,-4.194652,169
23339.860,23399.860,109.655299,202
23399.860,23459.860,-16.875536,139
23459.860,23519.860,-33.483396,119
23519.860,23579.860,-18.762942,125
23579.860,23639.860,78.739653,149
23639.860,23699.860,-48.391928,134
23699.860,23759.860,166.949902,219
23759.860,23819.860,-56.338330,120
23819.860,23879.860,48.668906,147
23879.860,23939.860,46.085361,146
23939.860,23999.860,36.487498,159
23999.860,24059.860,-52.267113,134
24059.860,24119.860,31.707233,176
24119.860,24179.860,53.362840,246
24179.860,24239.860,9.348730,174
24239.860,24299.860,-26.330139,173
24299.860,24359.860,-114.294498,93
24359.860,24419.860,121.068161,237
24419.860,24479.830,-17.418317,133
