start,end,loglik,events
21419.518,21719.518,123.185151,722
21719.518,22019.518,887.035474,1092
22019.518,22319.518,991.501452,1159
22319.518,22619.518,228.416038,782
22619.518,22919.518,-313.332965,594
22919.518,23219.518,-374.222498,507
23219.518,23519.518,535.668543,984
23519.518,23819.518,230.072317,936
23819.518,24119.518,230.777487,956
24119.518,24419.518,850.392772,1201
24419.518,24719.518,138.234959,818
24719.518,25019.518,-322.949925,712
25019.518,25319.518,117.614741,838
25319.518,25619.518,157.109594,1052
25619.518,25919.518,297.112511,1005
25919.518,26009.414,-88.893000,218
